,Experience (YY.MM),Age in YY.,Stay/Left,New Location,New Promotion,New Job Role Match,Agency,Direct,Employee Referral,Marr.,Single,other status,B1,B2,B3,other group,< =1,> 1 & < =3,Operation,Sales,Support,Female,Male,other
496,2.1,25.02,Stay,5,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
497,6.04,30.03,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
498,8.02,33.08,Stay,6,1,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
499,6.02,29.11,Stay,5,1,0,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
500,5.09,28.03,Left,5,1,0,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
501,3.04,27.06,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
502,5.11,29.08,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
503,4.05,33.07,Stay,3,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
504,7.0,30.11,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
505,7.11,35.04,Stay,6,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
506,11.09,36.07,Stay,5,0,1,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
507,3.08,26.06,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
508,11.1,43.1,Stay,5,1,0,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
509,1.1,23.06,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
510,3.02,28.02,Stay,6,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
511,1.1,23.08,Stay,5,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
512,3.03,26.07,Stay,7,0,1,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
513,3.0,24.12,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
514,5.09,27.07,Stay,6,0,1,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
515,5.01,27.07,Left,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
516,5.06,29.03,Stay,4,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
517,21.05,46.05,Stay,3,1,1,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False
518,5.02,26.08,Left,5,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
519,5.1,27.12,Left,6,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
520,6.0,26.06,Stay,5,1,0,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
521,2.0,29.02,Left,5,1,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
522,4.0,36.09,Stay,5,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
523,4.11,28.03,Left,7,1,0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
524,9.1,32.07,Stay,7,1,1,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
525,4.02,26.08,Stay,5,1,0,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
526,7.03,31.0,Stay,0,1,0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
527,11.03,44.04,Stay,1,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
528,2.0,24.04,Left,5,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
529,2.0,26.03,Left,4,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
530,2.0,30.06,Stay,5,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
531,9.08,31.05,Stay,4,0,1,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
532,5.07,29.1,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
533,4.02,28.03,Stay,4,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
534,5.06,27.07,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
535,9.04,31.03,Stay,6,0,1,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False
536,8.03,31.05,Stay,6,1,1,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
537,9.0,30.11,Stay,5,1,1,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
538,5.02,26.06,Left,5,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
539,3.07,30.06,Left,3,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
540,2.0,27.03,Stay,6,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
541,2.0,24.05,Stay,7,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
542,2.01,24.09,Stay,5,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
543,1.11,25.11,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
544,4.02,28.06,Left,3,0,0,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
545,5.08,28.02,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
546,3.05,25.05,Stay,3,0,1,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
547,12.02,36.1,Stay,4,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
548,3.04,27.02,Stay,6,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
549,8.0,30.1,Stay,5,0,1,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
550,2.0,25.1,Left,6,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
551,2.01,28.01,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
552,2.02,24.11,Stay,5,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
553,2.02,24.07,Left,4,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
554,2.01,25.07,Stay,4,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
555,6.08,31.0,Stay,6,1,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
556,8.03,32.11,Stay,6,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
557,9.0,30.06,Stay,5,1,0,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
558,2.02,25.03,Stay,5,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
559,2.02,28.07,Stay,6,1,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
560,2.01,26.02,Left,7,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
561,2.02,26.06,Stay,7,1,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
562,2.02,27.09,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
563,9.05,35.02,Stay,7,0,0,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
564,3.04,25.11,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
565,2.0,27.05,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
566,2.0,23.07,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
567,7.0,32.1,Stay,7,1,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
568,5.02,26.07,Left,2,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
569,10.0,31.12,Stay,2,1,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
570,6.0,29.05,Stay,5,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
571,6.01,29.1,Stay,6,1,1,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
572,3.0,28.06,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
573,7.03,31.07,Stay,5,1,1,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
574,2.08,25.07,Left,5,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
575,4.07,29.1,Left,4,1,0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
576,9.09,32.1,Stay,3,1,0,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
577,24.01,52.06,Stay,5,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
578,7.01,37.05,Stay,7,0,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
579,6.01,28.07,Stay,6,1,0,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False
580,9.07,32.07,Stay,7,1,0,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
581,2.04,27.06,Stay,5,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
582,2.02,24.09,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
583,2.02,24.06,Stay,4,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
584,2.04,25.09,Stay,3,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
585,2.03,25.02,Stay,6,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
586,2.02,26.04,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
587,2.04,27.02,Stay,3,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
588,3.05,26.1,Left,6,0,0,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
589,8.1,39.04,Stay,1,1,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
590,2.02,24.12,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
591,10.01,33.08,Stay,7,1,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
592,2.08,24.05,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
593,6.03,28.01,Stay,1,1,1,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
594,2.01,27.05,Left,5,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
595,2.02,25.04,Stay,6,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
596,6.07,30.11,Stay,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
597,5.01,29.09,Stay,5,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
598,2.02,27.01,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
599,2.02,26.11,Stay,6,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
600,2.03,29.07,Stay,7,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
601,2.02,26.04,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
602,10.01,34.05,Stay,5,1,0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
603,9.01,37.02,Stay,6,1,1,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
604,5.1,31.02,Left,7,1,0,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
605,2.02,27.0,Stay,6,1,0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False
606,8.01,28.06,Stay,6,0,1,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
607,2.03,24.06,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
608,2.03,26.03,Left,7,0,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
609,2.03,24.04,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
610,2.03,24.12,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
611,2.03,25.03,Left,5,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
612,2.03,29.09,Stay,5,0,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
613,2.02,23.11,Stay,3,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
614,7.04,30.01,Stay,7,1,0,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
615,6.07,30.12,Stay,7,0,1,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
616,2.02,27.1,Left,6,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
617,2.02,25.1,Left,6,1,0,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False
618,2.02,24.01,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
619,2.02,27.09,Stay,7,0,1,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False
620,4.1,27.07,Left,7,1,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
621,12.02,36.0,Stay,6,1,0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
622,4.11,28.09,Left,3,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
623,4.03,26.07,Stay,6,0,1,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
624,4.09,27.06,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
625,3.06,25.02,Left,6,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
626,8.02,37.05,Stay,5,0,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
627,2.03,25.1,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
628,2.04,26.04,Left,5,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
629,2.04,27.1,Left,4,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
630,2.04,27.01,Left,6,1,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
631,2.05,28.01,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
632,2.03,24.09,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
633,2.03,26.0,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
634,11.02,40.08,Stay,3,0,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
635,6.05,30.03,Stay,6,0,1,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
636,6.05,30.03,Left,6,0,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
637,6.11,29.06,Stay,1,0,1,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
638,4.02,25.06,Stay,5,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
639,6.04,29.04,Left,7,0,0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
640,11.03,39.01,Stay,6,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
641,5.1,34.07,Left,6,0,1,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
642,6.05,27.06,Stay,7,0,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
643,5.09,30.09,Stay,7,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
644,7.03,29.07,Stay,7,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
645,4.07,27.04,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
646,2.03,24.07,Left,7,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
647,5.03,28.1,Left,5,1,0,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
648,7.05,31.03,Stay,7,1,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
649,5.1,29.07,Stay,5,0,1,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
650,8.0,31.1,Stay,5,1,1,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
651,3.11,28.1,Stay,2,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
652,9.0,35.02,Stay,4,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
653,2.04,24.1,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
654,2.04,24.06,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
655,2.06,27.06,Stay,4,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
656,2.05,24.03,Left,7,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
657,2.06,25.08,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
658,2.05,25.05,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
659,11.03,31.07,Left,7,0,0,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
660,5.08,29.1,Left,2,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
661,6.11,31.02,Stay,0,0,1,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
662,4.05,25.08,Left,7,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
663,4.09,28.04,Stay,0,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
664,6.04,31.08,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
665,8.04,34.11,Stay,7,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
666,2.11,26.08,Left,6,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
667,8.11,30.07,Stay,4,1,0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
668,5.06,25.05,Stay,3,0,1,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
669,2.04,27.01,Stay,6,0,1,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
670,4.05,26.07,Left,6,1,0,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
671,7.05,33.03,Stay,7,1,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
672,2.04,24.01,Stay,6,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
673,2.04,24.02,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
674,2.04,24.02,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
675,2.05,26.06,Left,6,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
676,4.1,29.07,Left,5,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
677,8.08,34.06,Stay,5,1,0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
678,2.07,27.07,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
679,2.07,24.06,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
680,2.06,25.03,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
681,2.06,25.06,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
682,6.07,29.06,Stay,7,0,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
683,2.04,24.01,Stay,6,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
684,8.08,37.06,Stay,5,0,1,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
685,7.1,29.1,Left,6,0,0,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
686,5.05,32.1,Stay,5,1,0,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
687,2.05,25.1,Stay,5,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
688,4.09,26.06,Left,5,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
689,2.05,25.01,Left,6,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
690,9.05,31.07,Stay,2,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
691,4.1,30.06,Stay,6,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
692,6.01,29.02,Stay,2,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
693,6.05,29.09,Left,7,0,0,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
694,5.06,29.0,Left,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
695,5.06,32.04,Left,7,0,0,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
696,2.05,30.06,Stay,5,0,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
697,2.07,25.03,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
698,2.07,26.03,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
699,2.07,25.1,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
700,2.07,25.1,Stay,6,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
701,2.08,25.01,Left,6,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
702,2.07,25.02,Left,7,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
703,2.09,24.09,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
704,2.07,24.08,Left,7,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
705,3.0,27.06,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
706,2.06,25.03,Stay,6,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
707,9.05,36.11,Stay,6,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
708,4.1,26.08,Stay,7,0,1,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
709,23.06,47.0,Stay,6,1,1,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False
710,12.02,33.11,Left,5,0,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
711,2.06,26.04,Left,7,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
712,4.06,32.0,Left,6,0,0,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
713,3.02,27.09,Left,7,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
714,7.01,31.04,Stay,7,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
715,6.05,32.08,Stay,5,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
716,8.11,31.07,Left,7,0,0,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
717,4.02,25.1,Stay,7,0,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
718,4.1,26.07,Left,5,0,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
719,12.06,33.05,Stay,6,0,1,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
720,7.0,35.08,Stay,1,0,1,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
721,7.11,29.03,Stay,6,1,1,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
722,6.08,27.07,Stay,7,1,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False
723,2.08,26.04,Left,5,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
724,2.07,26.08,Left,6,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
725,2.07,27.03,Left,6,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
726,2.09,26.1,Left,5,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
727,2.07,25.09,Stay,5,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
728,9.01,33.04,Stay,5,1,0,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
729,2.09,26.09,Left,7,1,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
730,2.08,24.1,Stay,5,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
731,2.08,30.08,Stay,7,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
732,3.02,25.05,Left,5,1,0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
733,11.07,39.07,Stay,4,0,1,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
734,8.08,31.07,Left,5,0,0,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
735,3.06,27.01,Left,5,1,0,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
736,7.06,34.12,Stay,2,0,1,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
737,8.08,33.09,Left,7,1,0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
738,11.07,35.04,Left,3,1,0,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
739,5.09,28.03,Stay,6,1,1,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False
740,9.07,35.06,Stay,6,1,1,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
741,2.07,28.06,Stay,2,1,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
742,5.09,29.06,Stay,7,1,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
743,5.04,30.06,Stay,7,1,1,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
744,13.11,38.12,Stay,5,1,1,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
